stct_id,atom_id,atomic_numbers,atomic_energy,pos_x,pos_y,pos_z,force_of_atoms_x,force_of_atoms_y,force_of_atoms_z,inferred_force_x,inferred_force_y,inferred_force_z
0,0,14,-7.9269376,5.2749166,6.2639756,2.5185938,0.0,0.0,0.0,1.5611697,1.8701924,0.56617284
0,1,14,-8.038074,8.618484,1.970951,8.847929,0.0,0.0,0.0,4.077634,3.9616895,-3.4158287
0,2,14,-7.962673,4.4237022,8.2878895,4.1572156,0.0,0.0,0.0,-0.37702665,-3.088121,-2.7421417
0,3,14,-7.7299447,3.8359332,0.4301587,6.963499,0.0,0.0,0.0,1.6797308,4.7682714,1.0882055
0,4,14,-8.038218,6.152906,2.5096369,1.9378129,0.0,0.0,0.0,0.03478317,-0.17858757,-2.3741994
0,5,14,-8.201323,2.653682,4.1887913,10.696917,0.0,0.0,0.0,-0.19335109,1.3728688,-4.961768
0,6,14,-7.8855586,-1.1621107,6.198827,3.0737746,0.0,0.0,0.0,1.4564073,0.8415922,-0.8352003
0,7,14,-8.066207,3.7481215,6.814092,0.23189548,0.0,0.0,0.0,0.29346865,-3.140815,-0.72235525
0,8,14,-8.132365,4.655851,3.7977428,8.352777,0.0,0.0,0.0,-3.4605365,3.1081338,1.0126085
0,9,14,-7.9543805,5.522659,2.3475373,6.055941,0.0,0.0,0.0,-3.839889,-3.7212825,-1.7039928
0,10,14,-7.8404756,6.5641885,5.153986,4.882212,0.0,0.0,0.0,-3.7755709,-1.4457552,4.910997
0,11,14,-8.123182,6.146981,6.3086076,9.10274,0.0,0.0,0.0,-2.3720658,1.2445153,5.2049522
0,12,14,-7.9630127,7.0315,0.38136134,10.765391,0.0,0.0,0.0,0.060414314,3.872179,-1.2196003
0,13,14,-7.8929234,1.0064195,4.7506223,3.853005,0.0,0.0,0.0,0.8377894,0.3538135,-0.6101306
0,14,14,-7.9523516,2.961058,2.9941409,2.5678515,0.0,0.0,0.0,3.635685,-5.5487127,2.3589735
0,15,14,-7.898284,-2.5167778,4.5634284,0.48869264,0.0,0.0,0.0,9.156887,7.142623,-1.0200042
0,16,14,-8.03135,0.7892155,7.2034407,8.597232,0.0,0.0,0.0,1.1217295,-4.3594112,-2.1333103
0,17,14,-8.135839,1.3218231,1.8794023,7.584437,0.0,0.0,0.0,2.3182425,-2.660969,-0.2990409
0,18,14,-8.144043,-2.8846056,8.53465,2.8942032,0.0,0.0,0.0,0.38885492,-3.5068448,-0.57983166
0,19,14,-7.9533467,-3.3980742,7.6693945,6.6920686,0.0,0.0,0.0,1.7934172,1.6434251,-0.70482475
0,20,14,-8.211645,-1.0005786,2.3817265,3.4775484,0.0,0.0,0.0,-1.5898274,2.8901863,0.4087342
0,21,14,-8.09957,8.025881,1.1865435,5.982382,0.0,0.0,0.0,1.1360488,0.05483952,0.27849445
0,22,14,-7.8729563,-0.20795682,4.548983,9.463989,0.0,0.0,0.0,0.07050331,-1.9288552,2.366284
0,23,14,-8.193148,2.029494,4.780878,6.8006344,0.0,0.0,0.0,-1.3831345,-3.591294,-2.8628983
0,24,14,-7.926936,15.191552,6.2639756,2.5185938,0.0,0.0,0.0,1.5612,1.8701957,0.5661641
0,25,14,-8.038074,18.53512,1.970951,8.847929,0.0,0.0,0.0,4.077626,3.9616866,-3.4158285
0,26,14,-7.962674,14.340339,8.2878895,4.1572156,0.0,0.0,0.0,-0.3770262,-3.0881128,-2.742122
0,27,14,-7.7299447,13.752569,0.4301587,6.963499,0.0,0.0,0.0,1.6797388,4.7682743,1.0882063
0,28,14,-8.038219,16.069542,2.5096369,1.9378129,0.0,0.0,0.0,0.034776643,-0.17858279,-2.3741887
0,29,14,-8.201323,12.570318,4.1887913,10.696917,0.0,0.0,0.0,-0.19336326,1.3728667,-4.96177
0,30,14,-7.885557,8.754525,6.198827,3.0737746,0.0,0.0,0.0,1.4564145,0.8415897,-0.83520496
0,31,14,-8.066207,13.664758,6.814092,0.23189548,0.0,0.0,0.0,0.29345566,-3.14081,-0.7223564
0,32,14,-8.132364,14.572487,3.7977428,8.352777,0.0,0.0,0.0,-3.460534,3.1081367,1.0126054
0,33,14,-7.95438,15.439295,2.3475373,6.055941,0.0,0.0,0.0,-3.8398876,-3.721283,-1.7039908
0,34,14,-7.840478,16.480824,5.153986,4.882212,0.0,0.0,0.0,-3.775488,-1.4457417,4.910976
0,35,14,-8.123182,16.063616,6.3086076,9.10274,0.0,0.0,0.0,-2.3720114,1.2445254,5.2049828
0,36,14,-7.963013,16.948135,0.38136134,10.765391,0.0,0.0,0.0,0.06044522,3.8721628,-1.2195941
0,37,14,-7.892924,10.923056,4.7506223,3.853005,0.0,0.0,0.0,0.837776,0.35381398,-0.6101367
0,38,14,-7.952352,12.877694,2.9941409,2.5678515,0.0,0.0,0.0,3.6356802,-5.5487113,2.3589826
0,39,14,-7.898279,7.3998585,4.5634284,0.48869264,0.0,0.0,0.0,9.156963,7.142681,-1.0200291
0,40,14,-8.03135,10.705852,7.2034407,8.597232,0.0,0.0,0.0,1.121731,-4.3594084,-2.13331
0,41,14,-8.135839,11.23846,1.8794023,7.584437,0.0,0.0,0.0,2.318225,-2.6609712,-0.2990264
0,42,14,-8.144043,7.0320306,8.53465,2.8942032,0.0,0.0,0.0,0.388833,-3.5068407,-0.5798223
0,43,14,-7.9533463,6.518562,7.6693945,6.6920686,0.0,0.0,0.0,1.7934211,1.6434207,-0.7048274
0,44,14,-8.211646,8.916058,2.3817265,3.4775484,0.0,0.0,0.0,-1.5897964,2.8901658,0.40873757
0,45,14,-8.09957,17.942516,1.1865435,5.982382,0.0,0.0,0.0,1.1360768,0.054846734,0.27849185
0,46,14,-7.8729563,9.708679,4.548983,9.463989,0.0,0.0,0.0,0.07050459,-1.9288545,2.3662887
0,47,14,-8.193148,11.94613,4.780878,6.8006344,0.0,0.0,0.0,-1.3831419,-3.5912852,-2.8629014
0,48,8,-7.2146635,0.2911326,1.6756161,8.785043,0.0,0.0,0.0,0.14372343,-1.7113497,0.7928612
0,49,8,-7.4286923,-0.10730792,3.724332,3.1303654,0.0,0.0,0.0,1.1082531,-0.8253193,1.2535598
0,50,8,-7.356108,4.806053,2.5484807,2.744062,0.0,0.0,0.0,-4.0106854,0.5763906,0.6529822
0,51,8,-7.352157,-2.782727,5.7311726,10.255147,0.0,0.0,0.0,-0.54687715,0.59666365,0.19591242
0,52,8,-7.4507046,6.077896,1.1699513,0.8545465,0.0,0.0,0.0,-1.1665514,1.4877071,1.6177297
0,53,8,-7.3627887,6.036856,3.6432521,5.4648156,0.0,0.0,0.0,2.285997,5.4282985,-2.0248177
0,54,8,-7.21079,4.5053706,5.699285,1.301991,0.0,0.0,0.0,-1.6425805,0.61849827,-3.6497543
0,55,8,-7.2792664,1.498245,5.8214846,7.789248,0.0,0.0,0.0,-0.452213,4.050149,1.8140359
0,56,8,-7.409217,5.9653473,6.2395597,6.1946898,0.0,0.0,0.0,0.9803251,-1.346732,-3.476797
0,57,8,-7.296386,1.2698252,3.2384884,6.7769113,0.0,0.0,0.0,-0.1485396,1.2380068,0.10420221
0,58,8,-7.2187862,-1.729268,7.767015,6.3180413,0.0,0.0,0.0,-3.2149463,-3.1901965,-1.087131
