stct_id,atom_id,atomic_numbers,atomic_energy,pos_x,pos_y,pos_z,force_of_atoms_x,force_of_atoms_y,force_of_atoms_z,inferred_force_x,inferred_force_y,inferred_force_z
0,0,14,-7.875872,5.2749166,6.2639756,2.5185938,0.0,0.0,0.0,1.4873985,1.9640638,0.6527078
0,1,14,-7.985368,8.618484,1.970951,8.847929,0.0,0.0,0.0,3.9338264,3.9277754,-3.3436098
0,2,14,-7.8919945,4.4237022,8.2878895,4.1572156,0.0,0.0,0.0,-0.49186862,-3.0725527,-2.6567295
0,3,14,-7.5426106,3.8359332,0.4301587,6.963499,0.0,0.0,0.0,1.7804453,4.834541,0.99588835
0,4,14,-8.0009,6.152906,2.5096369,1.9378129,0.0,0.0,0.0,0.118911356,-0.17761967,-2.3763332
0,5,14,-8.106425,2.653682,4.1887913,10.696917,0.0,0.0,0.0,-0.09532825,1.3829195,-4.8383107
0,6,14,-7.72317,-1.1621107,6.198827,3.0737746,0.0,0.0,0.0,1.4312649,0.50604755,-0.80268794
0,7,14,-8.000995,3.7481215,6.814092,0.23189548,0.0,0.0,0.0,0.13482177,-2.9699335,-0.6665241
0,8,14,-8.027663,4.655851,3.7977428,8.352777,0.0,0.0,0.0,-3.5084777,3.1096005,0.9178007
0,9,14,-7.9279013,5.522659,2.3475373,6.055941,0.0,0.0,0.0,-3.7906656,-3.6716337,-1.6770978
0,10,14,-7.6603484,6.5641885,5.153986,4.882212,0.0,0.0,0.0,-3.6641889,-1.5158131,4.874619
0,11,14,-7.9744997,6.146981,6.3086076,9.10274,0.0,0.0,0.0,-2.3635175,1.0588728,5.2020054
0,12,14,-7.8951674,7.0315,0.38136134,10.765391,0.0,0.0,0.0,0.048461743,3.8388798,-1.0771427
0,13,14,-7.838477,1.0064195,4.7506223,3.853005,0.0,0.0,0.0,0.81331855,0.43259794,-0.4093045
0,14,14,-7.8120165,2.961058,2.9941409,2.5678515,0.0,0.0,0.0,3.5804567,-5.5882998,2.7289858
0,15,14,-7.892078,-2.5167778,4.5634284,0.48869264,0.0,0.0,0.0,8.99038,7.062891,-0.98217833
0,16,14,-7.875547,0.7892155,7.2034407,8.597232,0.0,0.0,0.0,1.1137267,-4.3947477,-2.1741638
0,17,14,-8.010699,1.3218231,1.8794023,7.584437,0.0,0.0,0.0,2.2390547,-2.585771,-0.37132734
0,18,14,-8.048256,-2.8846056,8.53465,2.8942032,0.0,0.0,0.0,0.44321647,-3.4289448,-0.55887043
0,19,14,-7.9095006,-3.3980742,7.6693945,6.6920686,0.0,0.0,0.0,1.747874,1.5220819,-0.67633575
0,20,14,-8.084507,-1.0005786,2.3817265,3.4775484,0.0,0.0,0.0,-1.5074627,2.9398837,0.48610353
0,21,14,-8.089459,8.025881,1.1865435,5.982382,0.0,0.0,0.0,0.9688704,0.116297394,0.12997285
0,22,14,-7.724893,-0.20795682,4.548983,9.463989,0.0,0.0,0.0,0.18584794,-2.0587149,2.34321
0,23,14,-8.126413,2.029494,4.780878,6.8006344,0.0,0.0,0.0,-1.3158724,-3.4430923,-3.0333133
0,24,14,-7.8758707,15.191552,6.2639756,2.5185938,0.0,0.0,0.0,1.4874265,1.964067,0.6526989
0,25,14,-7.9853683,18.53512,1.970951,8.847929,0.0,0.0,0.0,3.9338164,3.927771,-3.3436089
0,26,14,-7.891995,14.340339,8.2878895,4.1572156,0.0,0.0,0.0,-0.49186817,-3.0725446,-2.6567059
0,27,14,-7.54261,13.752569,0.4301587,6.963499,0.0,0.0,0.0,1.7804563,4.83455,0.99589217
0,28,14,-8.000901,16.069542,2.5096369,1.9378129,0.0,0.0,0.0,0.11890733,-0.17761292,-2.3763206
0,29,14,-8.106425,12.570318,4.1887913,10.696917,0.0,0.0,0.0,-0.09534232,1.3829184,-4.8383102
0,30,14,-7.7231684,8.754525,6.198827,3.0737746,0.0,0.0,0.0,1.4312735,0.5060457,-0.80268925
0,31,14,-8.000994,13.664758,6.814092,0.23189548,0.0,0.0,0.0,0.13481195,-2.9699318,-0.66652167
0,32,14,-8.027661,14.572487,3.7977428,8.352777,0.0,0.0,0.0,-3.5084765,3.1096036,0.91779625
0,33,14,-7.927902,15.439295,2.3475373,6.055941,0.0,0.0,0.0,-3.7906625,-3.6716323,-1.6770986
0,34,14,-7.6603513,16.480824,5.153986,4.882212,0.0,0.0,0.0,-3.6641142,-1.515802,4.874602
0,35,14,-7.974501,16.063616,6.3086076,9.10274,0.0,0.0,0.0,-2.363462,1.0588934,5.2020383
0,36,14,-7.8951664,16.948135,0.38136134,10.765391,0.0,0.0,0.0,0.048489824,3.8388681,-1.0771372
0,37,14,-7.838477,10.923056,4.7506223,3.853005,0.0,0.0,0.0,0.8133071,0.4325983,-0.40930858
0,38,14,-7.812017,12.877694,2.9941409,2.5678515,0.0,0.0,0.0,3.580452,-5.5882945,2.728999
0,39,14,-7.8920746,7.3998585,4.5634284,0.48869264,0.0,0.0,0.0,8.990454,7.0629478,-0.98220825
0,40,14,-7.8755474,10.705852,7.2034407,8.597232,0.0,0.0,0.0,1.1137255,-4.3947496,-2.1741612
0,41,14,-8.010699,11.23846,1.8794023,7.584437,0.0,0.0,0.0,2.2390351,-2.5857723,-0.37131232
0,42,14,-8.048256,7.0320306,8.53465,2.8942032,0.0,0.0,0.0,0.4431969,-3.428938,-0.558863
0,43,14,-7.9094996,6.518562,7.6693945,6.6920686,0.0,0.0,0.0,1.7478769,1.5220752,-0.6763413
0,44,14,-8.084508,8.916058,2.3817265,3.4775484,0.0,0.0,0.0,-1.5074329,2.9398618,0.4861101
0,45,14,-8.089459,17.942516,1.1865435,5.982382,0.0,0.0,0.0,0.9688965,0.11630313,0.12996781
0,46,14,-7.7248926,9.708679,4.548983,9.463989,0.0,0.0,0.0,0.18584862,-2.0587156,2.3432148
0,47,14,-8.126413,11.94613,4.780878,6.8006344,0.0,0.0,0.0,-1.3158785,-3.4430835,-3.0333166
0,48,8,-7.2578797,0.2911326,1.6756161,8.785043,0.0,0.0,0.0,0.23323645,-1.6409225,0.8440589
0,49,8,-7.473531,-0.10730792,3.724332,3.1303654,0.0,0.0,0.0,1.1064,-0.76058334,1.23734
0,50,8,-7.4086533,4.806053,2.5484807,2.744062,0.0,0.0,0.0,-4.2115846,0.5859205,0.5791435
0,51,8,-7.4718995,-2.782727,5.7311726,10.255147,0.0,0.0,0.0,-0.59258366,0.7559784,0.1361041
0,52,8,-7.5192933,6.077896,1.1699513,0.8545465,0.0,0.0,0.0,-1.0777199,1.4731835,1.5985757
0,53,8,-7.500654,6.036856,3.6432521,5.4648156,0.0,0.0,0.0,2.2130544,5.3363724,-2.004238
0,54,8,-7.261322,4.5053706,5.699285,1.301991,0.0,0.0,0.0,-1.4956721,0.57164294,-3.512249
0,55,8,-7.388603,1.498245,5.8214846,7.789248,0.0,0.0,0.0,-0.5329221,4.0065026,1.8836793
0,56,8,-7.4832325,5.9653473,6.2395597,6.1946898,0.0,0.0,0.0,0.908504,-1.2482158,-3.2537637
0,57,8,-7.361574,1.2698252,3.2384884,6.7769113,0.0,0.0,0.0,-0.20023125,1.0863417,0.2324193
0,58,8,-7.2702837,-1.729268,7.767015,6.3180413,0.0,0.0,0.0,-3.1394014,-3.1652918,-1.0930315
0,59,8,-7.0843897,-1.868666,5.381922,1.8930838,0.0,0.0,0.0,-0.29195973,0.32015795,-1.9456878
0,60,8,-7.3966346,1.369666,3.705009,9.72119,0.0,0.0,0.0,-0.9641514,2.236804,0.9937449
0,61,8,-7.417507,0.32249397,8.315431,7.645556,0.0,0.0,0.0,-3.4661891,3.1062343,-2.7258732
0,62,8,-7.2506304,6.2018642,3.8300166,0.8636582,0.0,0.0,0.0,-5.642353,-5.359149,2.1704972
0,63,8,-7.4268966,2.8779318,8.056793,0.8008911,0.0,0.0,0.0,3.1338787,-1.1084114,1.927269
0,64,8,-7.5389204,5.3583055,2.6127453,7.625881,0.0,0.0,0.0,1.307746,-2.211272,1.4086094
0,65,8,-7.3487306,4.661969,7.1015863,9.810507,0.0,0.0,0.0,0.61257297,-1.1705755,0.98912
0,66,8,-7.533954,4.1178584,3.6672645,9.952278,0.0,0.0,0.0,-1.1337079,0.40320832,-1.8594626
0,67,8,-7.569709,-1.2682337,2.4225283,5.1129293,0.0,0.0,0.0,0.99709934,-0.41914108,-0.14076078
0,68,8,-7.4976363,2.8406947,3.550484,1.169342,0.0,0.0,0.0,-0.8598795,-0.53445655,-0.78613627
0,69,8,-7.185373,4.0531325,6.815355,3.410842,0.0,0.0,0.0,-0.77704555,3.009964,1.6086724
0,70,8,-7.340797,-1.957891,5.3486605,4.293782,0.0,0.0,0.0,5.355077,1.8303623,1.1815683
0,71,8,-7.2649937,2.3912134,3.890949,3.6936865,0.0,0.0,0.0,0.9147749,0.06887591,-0.964772
0,72,8,-7.160612,1.5874403,5.1787286,5.267446,0.0,0.0,0.0,-0.6435177,1.3787805,3.1883917
0,73,8,-7.400185,-3.4314783,7.6174107,8.325868,0.0,0.0,0.0,1.1464336,0.30999386,-1.3091898
0,74,8,-7.1893725,5.8499823,5.130232,3.5078187,0.0,0.0,0.0,-2.4386406,0.4331748,-2.6136594
0,75,8,-7.5813513,8.07062,1.2363455,7.5645113,0.0,0.0,0.0,-0.6838752,-0.22509776,0.04682672
0,76,8,-7.2626863,2.4175172,5.8207974,10.830832,0.0,0.0,0.0,1.033494,-1.2106824,-0.4048544
0,77,8,-7.4330435,3.4550304,4.2440557,7.200327,0.0,0.0,0.0,3.146234,-0.08555407,1.641247
0,78,8,-7.4048634,7.9171596,1.8065755,10.187568,0.0,0.0,0.0,-2.778043,-3.4330902,2.674697
0,79,8,-7.5743513,-1.3639241,7.8690667,3.063288,0.0,0.0,0.0,-0.9338913,-0.88410425,0.41359937
